Reviewer,Rating,Review
Belle L.,5,Who knew a bundt cake could be soooo melt-in-your-mouth-and-eat-every-last-crumb good?!
Jean C.,5,I love me some red velvet bundt cakes!!! I'm not into sweets much but this is my favorite dessert for special occasions. It's light and fluffy bundts and creamy cheese frosting makes it all worth the price. I also love their marble cakes.
Jade H.,5,"These cakes are so good you wanna slap your momma.  I got the red velvet which, to my pleasant surprise, had little chocolate chips inside.  On the upside, I've never tasted a better bundt cake in my life.  On the downside, I might have started a new addiction :("
Julie L.,5,"To DIE for!  No kidding!  A little hard to find, tucked away in the Target center off Eastern south of the 215.  A couple of years ago a vendor we use in our business sent us a Bundt cake from here for Christmas - icing toothachy sweet and cake so moist and flavorful that we go there ourselves time and again - MORE than we should - we are definitely plumping up! But this is so worth it.  The shop offers tasting and cute party and cooking items for purchase as well.  I don't recommend the smaller cakes since they don't have the same cake-to-icing ratio as the larger ones, and although the cake is great, it's the icing that really makes it!  Go early, they sell out!  It's a great idea for Christmas business giving (as we found out), and it's something that will be welcome and appreciated!"
Jaymee E.,5,"I strolled in at the last second. Got a beautiful cake for my son's 16th Birthday... Nicest people, fast, and curtious!! I drove around for 30 minutes to find them, GLAD I DID!!!Anyone not give them a good review because of their prices... go to a grocery store and pick up a cake... these cakes are worth the extra $$!!"
Linda M.,5,"Been here 3 times since my birthday.  I got a flyer in the mail for a free bundtlette.   (probably spelled that wrong)  Any how, I went inside, they have free samples, they are moist, tasty, yes, you want to eat the whole cake.. It is that good.  I was given my choice of numerous flavors to taste and decided on pumpkin.  I told them it was my birthday and this was perfect as I do not ever buy myself a cake. The gentlemen behind the counter said oh, it's your birthday, then you are entitled to a free baby bundt cake, in addition to my free cake with my coupon.. I had the pecan... Yes, both were very very delicious. I will be back again soon. I love the baby cakes since they are the perfect personal size for any occasion that you want to give a personal cake to someone."
Stine D.,4,"I haven't had the chance to purchase a cake for myself but I've tried several flavors while attending birthday parties and their cakes are soooo good!  My favorite, so far, is the cinnamon cake.  I'll definitely stop by this place and get a cake for myself sooner or later."
Dijonne M.,5,"WE LOVE NOTHING BUNDT CAKES!!!!!! I have been wanting to try it out for the longest but was always too lazy to go out and get it. Finally for my birthday this past December, my husband surprised me with a dozen assorted bundtinis... They were DELICIOUS!! I've tried the Red Velvet, Marble and Chocolate... Love the Red Velvet and Chocolate! My husband tried these flavors as well as the White Chocolate Raspberry and he loves ALL OF THEM. He's actually kind of addicted to them.  Anyhow, we also bought another dozen for our in-laws just this past week and they tried Lemon and Carrot and were in heaven also. The cakes are just so damn MOIST and YUMMY! Kinda bad that this place is so close to us because now we want to buy them every week! Staff is pretty friendly... They get your order together in a timely manner with no mistakes."
Evelyn L.,4,"Always fresh, moist and delicious. My mouth is in heaven. They have a variety of flavors and perfect portions. They also have very nice party cake ideas and decor. Well worth the trip to try and buy. :)"
Kelli W.,3,Walked in to pick up a cake and there weren't any other customers. Remind me never to do that again! Took half an hour to get a freaking cake!
Gene M.,5,"Ridiculously delicious cakes!!  Seriously!!!   I just got turned onto these cakes at Easter...and again this week for a buddy's b-day!!!  Soooooo good!!!  I couldn't stop!  Had the Chocolate with Chocolate Chips.... and the Lemon..... and the white chocolate with Rasperry, I think.... all of them where great!!!"
Vincent T.,4,"First time I have ever had anything from here. A friend ordered the red velvet bundt cake with cream cheese frosting. The cake itself was delicious, but the frosting was a tad too rich for me. I can't wait to try the other cakes they make."
Blue A.,4,People are friendly and frosting is delish we got the red velvet  the cake we had was a bit dry but the frosting made up for it we served an 8 inch cake for five people and we had half the cake left! Paid $18.00 for an eight inch cake.
Alethia O.,5,"I looked in Yelp and found great reviews about it, and it didn't disappoint me, the place it is lovely, smells delicious and the cakes are really great! I bought a 10' chocolate chip cake and it was delicious. I love that they also have small personal cakes."
